run_id,date,session_type,neuro_tag,final_label,base_label,final_code,CML_z,GPV_z,CML_adj,GPV_adj,reasons
22051026036,2026-03-03,,,Type B — Regulation-limited,Type B — Regulation-limited,B,-2.967797801166231,0.5771803810999999,-2.967797801166231,0.5771803810999999,"base → Type B — Regulation-limited (CML_z=-2.97, GPV_z=0.58)"
22050107598,2026-03-03,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-2.2286636165212803,-2.2879096424956056,-2.2286636165212803,-2.2879096424956056,"base → Type D — Fresh / controlled (CML_z=-2.23, GPV_z=-2.29)"
22023538684,2026-03-01,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-0.9300352632193064,-0.9253334832870994,-0.9300352632193064,-0.9253334832870994,"base → Type D — Fresh / controlled (CML_z=-0.93, GPV_z=-0.93)"
22001830079,2026-02-27,,,Mixed / normal,Mixed / normal,M,-0.4645769682795293,-0.9127524327223868,-0.4645769682795293,-0.9127524327223868,"base → Mixed / normal (CML_z=-0.46, GPV_z=-0.91)"
21992750585,2026-02-26,,,Type C — Global fatigue,Type C — Global fatigue,C,4.638635274851173,2.549057656510435,4.638635274851173,2.549057656510435,"base → Type C — Global fatigue (CML_z=4.64, GPV_z=2.55)"
21992311322,2026-02-26,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-1.4378998859604248,-1.9627300617809704,-1.4378998859604248,-1.9627300617809704,"base → Type D — Fresh / controlled (CML_z=-1.44, GPV_z=-1.96)"
21973675448,2026-02-24,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-5.746047590465657,-0.8623598675621158,-5.746047590465657,-0.8623598675621158,"base → Type D — Fresh / controlled (CML_z=-5.75, GPV_z=-0.86)"
21973517362,2026-02-24,,,Mixed / normal,Mixed / normal,M,-0.1537089582229194,0.1486365391928,-0.1537089582229194,0.1486365391928,"base → Mixed / normal (CML_z=-0.15, GPV_z=0.15)"
21972682322,2026-02-24,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-1.163261504069225,-1.476954417575543,-1.163261504069225,-1.476954417575543,"base → Type D — Fresh / controlled (CML_z=-1.16, GPV_z=-1.48)"
21947557675,2026-02-22,,,Mixed / normal,Mixed / normal,M,-0.1314021766323541,-1.6990308761832562,-0.1314021766323541,-1.6990308761832562,"base → Mixed / normal (CML_z=-0.13, GPV_z=-1.70)"
21925440088,2026-02-20,,,Mixed / normal,Mixed / normal,M,-2.385989927535851,-0.1000927727873453,-2.385989927535851,-0.1000927727873453,"base → Mixed / normal (CML_z=-2.39, GPV_z=-0.10)"
21919830214,2026-02-19,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-1.196463802970591,-0.9459221466525976,-1.196463802970591,-0.9459221466525976,"base → Type D — Fresh / controlled (CML_z=-1.20, GPV_z=-0.95)"
21919640047,2026-02-19,,,Mixed / normal,Mixed / normal,M,0.4681468740809412,-0.6461382585614865,0.4681468740809412,-0.6461382585614865,"base → Mixed / normal (CML_z=0.47, GPV_z=-0.65)"
21919332413,2026-02-19,,,Mixed / normal,Mixed / normal,M,-0.4831417408807815,-1.2068463998853969,-0.4831417408807815,-1.2068463998853969,"base → Mixed / normal (CML_z=-0.48, GPV_z=-1.21)"
21900007822,2026-02-17,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-1.9648965975572863,-1.2463308242983788,-1.9648965975572863,-1.2463308242983788,"base → Type D — Fresh / controlled (CML_z=-1.96, GPV_z=-1.25)"
21899810178,2026-02-17,,,Mixed / normal,Mixed / normal,M,0.1562253277281371,0.5882673527975419,0.1562253277281371,0.5882673527975419,"base → Mixed / normal (CML_z=0.16, GPV_z=0.59)"
21899144689,2026-02-17,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-0.6506734547509437,-0.5839804398058859,-0.6506734547509437,-0.5839804398058859,"base → Type D — Fresh / controlled (CML_z=-0.65, GPV_z=-0.58)"
21874559761,2026-02-15,,,Mixed / normal,Mixed / normal,M,0.1715478055050697,-1.2188821353041224,0.1715478055050697,-1.2188821353041224,"base → Mixed / normal (CML_z=0.17, GPV_z=-1.22)"
21855189030,2026-02-13,,,Mixed / normal,Mixed / normal,M,0.2563635643171792,1.6299287339600408,0.2563635643171792,1.6299287339600408,"base → Mixed / normal (CML_z=0.26, GPV_z=1.63)"
21844548016,2026-02-12,,,Mixed / normal,Mixed / normal,M,-0.0073548180983932,-0.0789217267608534,-0.0073548180983932,-0.0789217267608534,"base → Mixed / normal (CML_z=-0.01, GPV_z=-0.08)"
21822288001,2026-02-10,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-6.647447040135165,-0.8675220747398861,-6.647447040135165,-0.8675220747398861,"base → Type D — Fresh / controlled (CML_z=-6.65, GPV_z=-0.87)"
21801897900,2026-02-08,,,Mixed / normal,Mixed / normal,M,-0.447814399857286,-0.5610062800269547,-0.447814399857286,-0.5610062800269547,"base → Mixed / normal (CML_z=-0.45, GPV_z=-0.56)"
21781749495,2026-02-06,,,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-1.4768117270962282,-2.0303367916855906,-1.4768117270962282,-2.0303367916855906,"base → Type D — Fresh / controlled (CML_z=-1.48, GPV_z=-2.03)"
22782560719,2026-05-06,easy,fresh,Type D — Fresh / controlled,Type D — Fresh / controlled,D,-0.7962474333237127,-0.818621552844418,-1.4962474333237128,-1.5186215528444178,"base → Type D — Fresh / controlled (CML_z=-0.80, GPV_z=-0.82); neuro_tag='fresh' (fresh / controlled self-report); after adj → Type D — Fresh / controlled (CML_adj=-1.50, GPV_adj=-1.52)"
22798764403,2026-05-07,,,Mixed / normal,Mixed / normal,M,-0.2107998951287142,0.565860199386141,-0.2107998951287142,0.565860199386141,"base → Mixed / normal (CML_z=-0.21, GPV_z=0.57)"
22798764403,2026-05-07,tempo,body_limited,Mixed / normal,Mixed / normal,M,-0.2103136901349443,0.5625243005519938,0.4896863098650557,0.5625243005519938,"base → Mixed / normal (CML_z=-0.21, GPV_z=0.56); neuro_tag='body_limited' (body-limited self-report); after adj → Mixed / normal (CML_adj=0.49, GPV_adj=0.56)"
22798764403,2026-05-07,easy,fresh,Mixed / normal,Mixed / normal,M,-0.20982314154566334,0.5592463793950885,-0.9098231415456632,-0.14075362060491148,"base → Mixed / normal (CML_z=-0.21, GPV_z=0.56); neuro_tag='fresh' (fresh / controlled self-report); after adj → Mixed / normal (CML_adj=-0.91, GPV_adj=-0.14)"
